301,2854
302,2953
303,3246
304,6248
305,5763
306,4483
307,6056
308,2532
309,2839
310,5852
311,2226
312,1049
313,8998
314,1667
315,7893
316,1669
317,2267
318,8103
319,1670
320,3684
321,6308
322,4672
323,3586
324,3808
325,8926
326,1069
327,2035
328,5595
329,4653
330,1687
331,3805
332,4895
333,8753
334,4569
335,7954
336,7412
337,4605
338,4519
339,9670
340,5331
341,1849
342,1056
343,2205
344,6646
345,6642
346,6641
347,573
348,2409
349,2208
350,572
351,579
352,3394
353,2311
354,3494
355,6518
356,2316
357,2317
358,5663
359,621
360,16
361,3265
362,4241
363,1632
364,9224
365,818
366,3418
367,3176
368,3174
369,6167
370,4548
371,2479
372,8184
373,8085
374,3509
375,3720
376,8756
377,847
378,566
379,3224
380,9659
381,5647
382,2593
383,5068
384,5325
385,6225
386,8791
387,628
388,5659
389,8415
390,30
391,6036
392,1046
393,8289
394,2106
395,2751
396,5462
397,3928
398,7312
399,7309
400,7806
401,1001
402,9056
403,9451
404,8099
405,8397
406,2932
407,9237
408,9755
409,146
410,6355
411,260
412,5064
413,9807
414,435
415,2706
416,8267
417,2067
418,1799
419,2385
420,9805
421,133
422,9635
423,4517
424,6044
425,693
426,2742
427,6855
428,3815
429,4802
430,3417
431,9592
432,8357
433,3925
434,2753
435,4030
436,3962
437,5960
438,6076
439,1864
440,463
441,3059
442,2086
443,5530
444,7824
445,9117
446,8074
447,6688
448,3122
449,7270
450,7226
451,4870
452,1981
453,1722
454,9593
455,1458
456,1277
457,2544
458,428
459,965
460,7088
461,3842
462,8006
463,553
464,580
465,1781
466,8792
467,1099
468,4252
469,3810
470,8757
471,5343
472,5455
473,9788
474,8499
475,8186
476,283
477,5358
478,271
479,4740
480,445
481,2443
482,1704
483,7147
484,1370
485,6522
486,1804
487,6527
488,6830
489,7456
490,7945
491,8540
492,4464
493,1708
494,2611
495,4792
496,3055
497,4042
498,4857
499,1013
500,5320
501,2248
502,3935
503,8927
504,464
505,5233
506,9318
507,5050
508,6016
509,7910
510,7918
511,4966
512,9894
513,7019
514,9707
515,1780
516,2521
517,1848
518,8602
519,8288
520,6335
521,9835
522,4613
523,9561
524,1282
525,98
526,3274
527,4865
528,8799
529,6993
530,4470
531,2692
532,8506
533,3231
534,5055
535,7742
536,5348
537,3088
538,6112
539,277
540,4944
541,6489
542,7186
543,29
544,1466
545,2455
546,2379
547,1225
548,5376
549,9252
550,9343
551,3774
552,9449
553,2231
554,7005
555,4235
556,1103
557,697
558,1498
559,2527
560,6163
561,6311
562,3240
563,6495
564,6283
565,4094
566,988
567,5497
568,721
569,6010
570,248
571,955
572,6223
573,7689
574,8087
575,110
576,8240
577,7866
578,5702
579,2811
580,2120
581,8343
582,2685
583,7384
584,5848
585,665
586,952
587,1955
588,9798
589,3214
590,5137
591,3642
592,1990
593,9308
594,2486
595,9329
596,5614
597,7874
598,1367
599,5425
600,1996
601,6247
602,8997
603,7031
604,6629
605,5028
606,4362
607,7476
608,2892
609,482
610,8639
611,2352
612,9693
613,3429
